"V1" "V2"
"1252" 71716 86.24
"1253" 70405 75.98
"1254" 69364 61.89
"1255" 71097 70.08
"1256" 76210 89.92
"1257" 75619 89.91
"1258" 72152 82.53
"1259" 69738 56.29
"1260" 69553 52.77
"1261" 65532 45.29
"1262" 62678 46.12
"1263" 60756 43.35
"1264" 59447 40.68
"1265" 58745 37.39
"1266" 59213 36.41
"1267" 61475 40.64
"1268" 66378 45.73
"1269" 71446 72.7
"1270" 74417 88.82
"1271" 75862 84.68
"1272" 77176 85.08
"1273" 78354 88.99
"1274" 77435 79.22
"1275" 76241 67.66
"1276" 75030 79.43
"1277" 73806 68.44
"1278" 72549 58.71
"1279" 74354 76.89
"1280" 78428 94.95
"1281" 77342 89.43
"1282" 73466 89.49
"1283" 71422 65.59
"1284" 70720 63.35
"1285" 66538 50.07
"1286" 63151 44.56
"1287" 60902 43.88
"1288" 59228 42.77
"1289" 59093 43.75
"1290" 59879 44.9
"1291" 62255 48.55
"1292" 67714 55.81
"1293" 72401 84.13
"1294" 76157 87.07
"1295" 77571 82.53
"1296" 78967 89
"1297" 78168 85.08
"1298" 77682 89.1
"1299" 76821 83.96
"1300" 75819 75.98
"1301" 73973 61.07
"1302" 74587 56.57
"1303" 79112 85.55
"1304" 78834 75.07
"1305" 75404 51.42
"1306" 72891 46.49
"1307" 72452 44.76
"1308" 68538 41.02
"1309" 65477 56.49
"1310" 63465 49.08
"1311" 62057 49.55
"1312" 61120 44.56
"1313" 61353 44.08
"1314" 63007 44.84
"1315" 68618 53.21
"1316" 73197 85.19
"1317" 75913 79.95
"1318" 76421 84.96
"1319" 77465 90.09
"1320" 77148 93.34
"1321" 76517 91.93
"1322" 75553 88.36
"1323" 73791 80
"1324" 74392 80.53
"1325" 75040 97.41
"1326" 72388 80.96
"1327" 71881 84.95
"1328" 68136 65.47
"1329" 64996 53.17
"1330" 62551 43.37
"1331" 61048 41.07
"1332" 60283 43.47
"1333" 60342 48
"1334" 62592 53.19
"1335" 67973 63.75
"1336" 72961 91.95
"1337" 75411 95.97
"1338" 76397 94.23
"1339" 77834 98
"1340" 78568 98.95
"1341" 77449 87.09
"1342" 75804 86.91
"1343" 74484 84.96
"1344" 73185 82.59
"1345" 71911 72.07
"1346" 73073 82.77
"1347" 77115 96.64
"1348" 76497 86.94
"1349" 71830 84.93
"1350" 69046 63.31
"1351" 69369 62.12
"1352" 65730 49.75
"1353" 62600 72.07
"1354" 60139 63.2
"1355" 58417 50.24
"1356" 57838 49.77
"1357" 57306 43.29
"1358" 55931 49.52
"1359" 54197 39.62
"1360" 56628 42.98
"1361" 61251 50.81
"1362" 64773 69.92
"1363" 66335 80
"1364" 67577 81.47
"1365" 66475 64.25
"1366" 64636 50.47
"1367" 63127 47.5
"1368" 62272 45.51
"1369" 61650 46.47
"1370" 63244 56.48
"1371" 67938 85.38
"1372" 68070 83.12
"1373" 64334 50.47
"1374" 62155 47.56
"1375" 63536 53.15
"1376" 61250 44.04
"1377" 58503 53.06
"1378" 55955 46.92
"1379" 54078 44.51
"1380" 52976 42.17
"1381" 52286 41.08
"1382" 50721 40.05
"1383" 47892 33.51
"1384" 48777 32.46
"1385" 52675 38.47
"1386" 56602 43.26
"1387" 59220 47.32
"1388" 62511 51.17
"1389" 60881 49.43
"1390" 58430 46.31
"1391" 56505 43
"1392" 55471 41.06
"1393" 55085 37.32
"1394" 57296 45.58
"1395" 63926 56.69
"1396" 65532 74.9
"1397" 62943 52.35
"1398" 61675 49.81
"1399" 63949 53.91
"1400" 60732 50.19
"1401" 58070 49.17
"1402" 55881 46.21
"1403" 54874 45.02
"1404" 54689 43.57
"1405" 55546 42.91
"1406" 59253 45.26
"1407" 66827 55.07
"1408" 72289 89.18
"1409" 75576 86.02
"1410" 76194 86
"1411" 77412 86.04
"1412" 78157 91.52
"1413" 77594 97.07
"1414" 76602 91.55
"1415" 75700 85.93
"1416" 73875 80.53
"1417" 74241 83.15
"1418" 74194 85.37
"1419" 71476 77.84
"1420" 70723 74.57
"1421" 66020 55.23
"1422" 62942 49.02
"1423" 60446 49.63
"1424" 59094 45.13
"1425" 58836 46.43
"1426" 59793 49.56
"1427" 62249 59.21
"1428" 68032 75.92
"1429" 72796 91.5
"1430" 75386 89.06
"1431" 77158 97.95
"1432" 76529 97.93
"1433" 75339 94.93
"1434" 74123 94.9
"1435" 72456 86.02
"1436" 72965 85.06
"1437" 71528 79.9
"1438" 70872 77.61
"1439" 66715 63
"1440" 63913 68.04
"1441" 61992 54.08
"1442" 60763 51.48
"1443" 60327 45.73
"1444" 61036 38.86
"1445" 63442 40.49
"1446" 68816 51
"1447" 73583 82.76
"1448" 76022 84.97
"1449" 76661 88.01
"1450" 78027 85.03
"1451" 79063 87.31
"1452" 78767 86.06
"1453" 78448 92.99
"1454" 77989 80.56
"1455" 77173 75.07
"1456" 75519 59.48
"1457" 76107 60.93
"1458" 80007 82.77
"1459" 79409 84.9
"1460" 75264 77.99
"1461" 72465 59.85
"1462" 71682 56.07
"1463" 66828 50.9
"1464" 62600 44.7
"1465" 59816 47.61
"1466" 58180 45.98
"1467" 57612 43.12
"1468" 58238 39.65
"1469" 60805 51.81
"1470" 67078 63.4
"1471" 72316 84.16
"1472" 75055 86.3
"1473" 75611 93.92
"1474" 76654 91.21
"1475" 77847 87.92
"1476" 76961 87.9
"1477" 76491 94.92
"1478" 75596 86.93
"1479" 74896 85.2
"1480" 73392 83.95
"1481" 74180 81.84
"1482" 77466 95.62
"1483" 77674 87.05
"1484" 73286 79.96
"1485" 70136 63.3
"1486" 69142 63.4
"1487" 64442 53.96
"1488" 60731 52.16
"1489" 58114 50.24
"1490" 56639 46.5
"1491" 56889 38.36
"1492" 58217 36.68
"1493" 60722 43.4
"1494" 66797 53.79
"1495" 71941 69.93
"1496" 74663 76.16
"1497" 74928 82.37
"1498" 76295 76.13
"1499" 77074 80.01
"1500" 76287 81.96
"1501" 74636 82.95
"1502" 73104 80.12
"1503" 72186 75.51
"1504" 70979 69.39
"1505" 72131 68.94
"1506" 75989 84
"1507" 75788 85.14
"1508" 71226 81.92
"1509" 68715 61.61
"1510" 68467 68.02
"1511" 64401 51.45
"1512" 61046 42.04
"1513" 58599 38.33
"1514" 56765 39.08
"1515" 55967 36.77
"1516" 55619 35.83
"1517" 54714 32.51
"1518" 52987 31.54
"1519" 55853 32.59
"1520" 60967 42.24
"1521" 64692 49.85
"1522" 66927 48.39
"1523" 67973 50.11
"1524" 66500 50.97
"1525" 64706 50.45
"1526" 63337 44.56
"1527" 62593 42.27
"1528" 61834 40.03
"1529" 63526 40.78
"1530" 67495 48.93
"1531" 68000 57.94
"1532" 64165 50.49
"1533" 62544 44.71
"1534" 64131 46.52
"1535" 61590 45.22
"1536" 58930 48.05
"1537" 56447 43.23
"1538" 54745 39.78
"1539" 53480 39.18
"1540" 52820 39.88
"1541" 51143 36.73
"1542" 47168 24.68
"1543" 48311 22.53
"1544" 52238 31.56
"1545" 55906 34.84
"1546" 58762 46.1
"1547" 61708 48.09
"1548" 60123 47.97
"1549" 57509 44.87
"1550" 55552 40.84
"1551" 54570 38.24
"1552" 54120 36.31
"1553" 55891 41.35
"1554" 62294 50.56
"1555" 65497 54.69
"1556" 63277 49.9
"1557" 62415 49.24
"1558" 64885 55
"1559" 62097 48.95
"1560" 59905 47.42
"1561" 57879 46.13
"1562" 56859 43.96
"1563" 56153 42.42
"1564" 56961 44.1
"1565" 60358 47.57
"1566" 66509 57.58
"1567" 71702 83.21
"1568" 74604 85.11
"1569" 75101 85.77
"1570" 75956 85.07
"1571" 77184 90.05
"1572" 76310 88
"1573" 75866 88.06
"1574" 74923 83.95
"1575" 73745 78.85
"1576" 72329 64.98
"1577" 72392 57.51
"1578" 76435 85
"1579" 78714 89.96
"1580" 74430 76.23
"1581" 71559 59.1
"1582" 70922 58.58
"1583" 66720 48.96
"1584" 64221 58.77
"1585" 62123 50.62
"1586" 60774 46.58
"1587" 60338 54.09
"1588" 60820 54.75
"1589" 63442 49.91
"1590" 68326 74.94
"1591" 73033 94.52
"1592" 74712 97.29
"1593" 73385 86.86
"1594" 71835 80.13
"1595" 72291 76.2
"1596" 76016 95
"1597" 74695 84.34
"1598" 71784 74.95
"1599" 70646 76.19
"1600" 66589 57.54
"1601" 63454 51.5
"1602" 61128 54.92
"1603" 59698 47.86
"1604" 59384 45.51
"1605" 60097 45.33
"1606" 62797 46.56
"1607" 68248 59.32
"1608" 73100 90.02
"1609" 75672 90.21
"1610" 77102 83.97
"1611" 76621 90.25
"1612" 75584 86.04
"1613" 74762 82.85
"1614" 73490 62.67
"1615" 74055 65.34
"1616" 77418 79.93
"1617" 78935 90.07
"1618" 74448 84.13
"1619" 71788 74.12
"1620" 70442 72.2
"1621" 65797 50.07
"1622" 62392 54.99
"1623" 59960 51.65
"1624" 58625 48.59
"1625" 58467 48.47
"1626" 59271 46.37
"1627" 61720 53.13
"1628" 67616 63.37
"1629" 72880 85.02
"1630" 75863 89.91
"1631" 76253 89.67
"1632" 77184 89.55
"1633" 78343 89.93
"1634" 77714 78.02
"1635" 77095 85.08
"1636" 76227 81.95
"1637" 75260 76.17
"1638" 73739 77.92
"1639" 74208 72.16
"1640" 77111 89.12
"1641" 74141 86.88
"1642" 71241 76.69
"1643" 70573 72.14
"1644" 65800 54.06
"1645" 62821 52.94
"1646" 60372 50.57
"1647" 59225 49.01
"1648" 59034 47.51
"1649" 59581 48.24
"1650" 61826 52.94
"1651" 67236 63.39
"1652" 72419 84.36
"1653" 75378 96.56
"1654" 75905 96.16
"1655" 77705 96.77
"1656" 76944 91.85
"1657" 75229 85.94
"1658" 73924 80.06
"1659" 72961 73.17
"1660" 71876 73.11
"1661" 72372 73.13
"1662" 75493 81.67
"1663" 76237 91.15
"1664" 71408 84.13
"1665" 68807 64.36
"1666" 68620 68.98
"1667" 64878 63.85
"1668" 61373 48.99
"1669" 59027 47.04
"1670" 57414 46.37
"1671" 56563 44.86
"1672" 56192 43.52
"1673" 55058 47.04
"1674" 53035 45.01
"1675" 56018 50.5
"1676" 60516 51
"1677" 63968 74.49
"1678" 65205 80.18
"1679" 65840 80.13
"1680" 64203 75
"1681" 61930 58.22
"1682" 60187 54.01
"1683" 59353 52.22
"1684" 58580 49.25
"1685" 60084 49.58
"1686" 63757 73.34
"1687" 66011 83.91
"1688" 62170 70.96
"1689" 60010 49.88
"1690" 61155 51.82
"1691" 58325 48.05
"1692" 55538 51.06
"1693" 52991 46.65
"1694" 51776 42.42
"1695" 50911 42.03
"1696" 50471 41.01
"1697" 48961 39.98
"1698" 44963 32.06
"1699" 46851 22.01
"1700" 50886 39.94
"1701" 54381 45.64
"1702" 56941 49.48
"1703" 59292 53.51
"1704" 57264 51.92
"1705" 54401 46.7
"1706" 52247 42.63
"1707" 51010 39.92
"1708" 50859 37.69
"1709" 53391 38.29
"1710" 58957 53.54
"1711" 63323 71.69
"1712" 60979 57.38
"1713" 59959 51.99
"1714" 61487 55.13
"1715" 57634 48.91
"1716" 54554 48.19
"1717" 52400 45.77
"1718" 51749 43.88
"1719" 52347 36.78
"1720" 54082 43.7
"1721" 58048 49.53
"1722" 64198 60.78
"1723" 70133 85.59
"1724" 73521 90.05
"1725" 72066 86.04
"1726" 70410 81.07
"1727" 70247 80.03
"1728" 72330 91.56
"1729" 69186 76.66
"1730" 67526 72.19
"1731" 62277 52.82
"1732" 58669 43.74
"1733" 56393 41.92
"1734" 55049 42.14
"1735" 55290 42.14
"1736" 56683 38.74
"1737" 59797 48.49
"1738" 65294 49.73
"1739" 71325 84.92
"1740" 74090 91.51
"1741" 72923 86.41
"1742" 71334 80.03
"1743" 71783 76.19
"1744" 74529 88.08
"1745" 72398 90.18
"1746" 69088 81.4
"1747" 67649 72.12
"1748" 62513 50.46
"1749" 58659 48.09
"1750" 56318 45.07
"1751" 55382 40.65
"1752" 55237 36.7
"1753" 56654 38.98
"1754" 59795 50.04
"1755" 65540 62.33
"1756" 71732 84.08
"1757" 73991 95.95
"1758" 75890 90.13
"1759" 75124 88.96
"1760" 74144 83.76
"1761" 72907 78.57
"1762" 71243 76.19
"1763" 71375 75.95
"1764" 73876 82.04
"1765" 72957 88.93
"1766" 70117 78.71
"1767" 68559 61.27
"1768" 63220 44.61
"1769" 59477 45.06
"1770" 57230 43.4
"1771" 56511 41.6
"1772" 56360 40.41
"1773" 57640 40.21
"1774" 60389 45.14
"1775" 65255 45.07
"1776" 70796 79.77
"1777" 72993 90.02
"1778" 73232 90.03
"1779" 74182 89.12
"1780" 75388 89.05
"1781" 74317 83.5
"1782" 73630 64.9
"1783" 72649 75.97
"1784" 71324 58.97
"1785" 69487 48.7
"1786" 69765 48.92
"1787" 72396 68.06
"1788" 76199 90.16
"1789" 72540 78.03
"1790" 69237 52.51
"1791" 67657 48.34
"1792" 62765 42.19
"1793" 59605 57.58
"1794" 57560 47.31
"1795" 56304 44.05
"1796" 56469 38.4
"1797" 57520 41.73
"1798" 60057 46.63
"1799" 64742 60.93
"1800" 70344 73.97
"1801" 73102 75.94
"1802" 73740 77.12
"1803" 74780 76.23
"1804" 75947 76.3
"1805" 74890 74
"1806" 73356 65
"1807" 71907 57.53
"1808" 70670 55.2
"1809" 69525 52.71
"1810" 69982 52.88
"1811" 72711 55.99
"1812" 74555 65.06
"1813" 69800 51.45
"1814" 66249 51.5
"1815" 65390 56.18
"1816" 60933 49.1
"1817" 56295 50
"1818" 53428 44.52
"1819" 51802 33.27
"1820" 51255 24.92
"1821" 51740 29.06
"1822" 51546 35.24
"1823" 50200 28.06
"1824" 54183 44.95
"1825" 59124 49.11
"1826" 62531 50.47
"1827" 64287 56.73
"1828" 65601 63.1
"1829" 63745 54.98
"1830" 61408 51.08
"1831" 59295 46.37
"1832" 58411 46.97
"1833" 57367 45.03
"1834" 58929 42.26
"1835" 62454 50.5
"1836" 64520 69.92
"1837" 60523 52.05
"1838" 57841 42.3
"1839" 58016 48.73
"1840" 53848 36.76
"1841" 49458 40.35
"1842" 46605 29.08
"1843" 45557 19.25
"1844" 45576 19.48
"1845" 45894 25.07
"1846" 44108 6.47
"1847" 44155 2.29
"1848" 47687 20.62
"1849" 52450 31.65
"1850" 56310 37.02
"1851" 59429 45.6
"1852" 58645 45.57
"1853" 56094 37.42
"1854" 53915 32.06
"1855" 52290 28.5
"1856" 51054 27.45
"1857" 51282 31.54
"1858" 54103 36.56
"1859" 57153 44.16
"1860" 60223 52.63
"1861" 58630 50.09
"1862" 59227 51.8
"1863" 54981 38.27
"1864" 50273 27.89
"1865" 47308 19.23
"1866" 45954 15.1
"1867" 46296 12.96
"1868" 48846 24.43
"1869" 53611 32.17
"1870" 63096 42.19
"1871" 69086 63.04
"1872" 72355 64.35
"1873" 73100 69.11
"1874" 74584 66.83
"1875" 76039 67.99
"1876" 74644 63.72
"1877" 73978 67.4
"1878" 72540 60.25
"1879" 71162 56
"1880" 68692 48
"1881" 68466 45.59
"1882" 69369 48.03
"1883" 70244 50.09
"1884" 70780 60.58
"1885" 67985 53.47
"1886" 65038 48.02
"1887" 59911 39.48
"1888" 55510 5.26
"1889" 52739 0.6
"1890" 51845 0.17
"1891" 52072 0.37
"1892" 53643 0.58
"1893" 57510 8.56
"1894" 65353 47.31
"1895" 71341 52.87
"1896" 74241 50.97
"1897" 74643 49.72
"1898" 75965 50.98
"1899" 77485 58.04
"1900" 76251 50.98
"1901" 75187 57.83
"1902" 74072 49.83
"1903" 72344 50
"1904" 70409 48.68
"1905" 69697 48.24
"1906" 69571 46.23
"1907" 70433 49.1
"1908" 71131 68.1
"1909" 67796 55.78
"1910" 64797 49.68
"1911" 59758 40.61
"1912" 54897 38.65
"1913" 52281 30.85
"1914" 51569 19.96
"1915" 52047 13.93
"1916" 53773 14.91
"1917" 57439 32.49
"1918" 65513 35.96
"1919" 71173 49.12
"1920" 74069 51.44
"1921" 74669 54.97
"1922" 75566 57.32
"1923" 77498 55.89
"1924" 76459 54.98
"1925" 75715 51.08
"1926" 74209 55.92
"1927" 73030 49.41
"1928" 71021 42.16
"1929" 69869 43.01
"1930" 69459 45.03
"1931" 70130 47.08
"1932" 70887 54.96
"1933" 67856 48.77
"1934" 65118 49.71
"1935" 59826 47.31
"1936" 55716 42.98
"1937" 53163 34.12
"1938" 51952 32.49
"1939" 52466 19.24
"1940" 54132 29.22
"1941" 57531 42.37
"1942" 65489 51.49
"1943" 71192 64.37
"1944" 74199 68.91
"1945" 74955 60.9
"1946" 76654 63.95
"1947" 78086 64.92
"1948" 77141 57.74
"1949" 76696 55.05
"1950" 75242 49.13
"1951" 73932 47.23
"1952" 72247 46.04
"1953" 71383 44.92
"1954" 71023 43.94
"1955" 71870 44.62
"1956" 71966 58.1
"1957" 68779 49.91
"1958" 66284 46.04
"1959" 60357 35.09
"1960" 55644 38.64
"1961" 52663 32.43
"1962" 51175 18.22
"1963" 51789 10
"1964" 53385 3.94
"1965" 57417 31.56
"1966" 64991 44.6
"1967" 71243 51.91
"1968" 74469 49.65
"1969" 74894 52.52
"1970" 75930 53.71
"1971" 77131 52.58
"1972" 75951 54.07
"1973" 74327 50.03
"1974" 72367 45.05
"1975" 70963 37.39
"1976" 69332 37.91
"1977" 68865 36.98
"1978" 68666 38.91
"1979" 68858 43.47
"1980" 69575 49.93
"1981" 66912 49.6
"1982" 64835 47.93
"1983" 60133 43.9
"1984" 55340 36.95
"1985" 52166 31.76
"1986" 50239 40.08
"1987" 50071 34.93
"1988" 50831 33.87
"1989" 51065 43.42
"1990" 51256 38.17
"1991" 53602 43.52
"1992" 58177 50.41
"1993" 61690 58.2
"1994" 63178 57.39
"1995" 63974 52.43
"1996" 62279 52.84
"1997" 60492 49.17
"1998" 58533 44.88
"1999" 57469 41.65
"2000" 56916 39.27
"2001" 57520 40.07
"2002" 58106 39.44
"2003" 58891 37.05
"2004" 59772 46.5
"2005" 57646 43.74
"2006" 57157 45.68
"2007" 53371 37.88
"2008" 48952 32.66
"2009" 45804 24.01
"2010" 44480 21.25
"2011" 44025 18.09
"2012" 44791 17.63
"2013" 44761 20.01
"2014" 43227 6.9
"2015" 44416 2.44
"2016" 48234 10.57
"2017" 51701 28.54
"2018" 54847 35.53
"2019" 58122 45.03
"2020" 57242 44.05
"2021" 55148 33.08
"2022" 52792 30.08
"2023" 51743 23.02
"2024" 51206 19.2
"2025" 52562 24.91
"2026" 54451 32.27
"2027" 56570 38.35
"2028" 59336 49.96
"2029" 58466 45.08
"2030" 58198 46.66
"2031" 53888 34.79
"2032" 49894 28.94
"2033" 47413 19.92
"2034" 46734 4.21
"2035" 47361 3.09
"2036" 49166 12.81
"2037" 54146 31.19
"2038" 63324 46.86
"2039" 69493 56.62
"2040" 72565 53.64
"2041" 73546 59.05
"2042" 75153 63.4
"2043" 76822 66.98
"2044" 76228 61.06
"2045" 75577 59
"2046" 74442 56.4
"2047" 73406 51.39
"2048" 71586 49.66
"2049" 71050 49.69
"2050" 70923 49.91
"2051" 70963 48.33
"2052" 71570 57.26
"2053" 68597 49.1
"2054" 65438 47.91
"2055" 60113 41.62
"2056" 55487 44.44
"2057" 52972 36.71
"2058" 52031 40.68
"2059" 52706 37.82
"2060" 54206 37.87
"2061" 58020 41.72
"2062" 65275 44.23
"2063" 70781 67.94
"2064" 73677 69.94
"2065" 73935 78.01
"2066" 75073 77.69
"2067" 76388 78.7
"2068" 75170 70
"2069" 74553 69.91
"2070" 73461 68.75
"2071" 72088 47.11
"2072" 69952 44.21
"2073" 69474 42.17
"2074" 69044 42.77
"2075" 69651 44.23
"2076" 70956 64.02
"2077" 68523 49.07
"2078" 65957 44.78
"2079" 60383 47.1
"2080" 55800 39.35
"2081" 53439 34.09
"2082" 52224 30.25
"2083" 52708 24.81
"2084" 54329 26.8
"2085" 58133 36.9
"2086" 65331 49.98
"2087" 71137 57.59
"2088" 73800 66.34
"2089" 74404 70.04
"2090" 75796 74.57
"2091" 77260 82.85
"2092" 75993 78.1
"2093" 75387 75.36
"2094" 74073 70.05
"2095" 72718 70.09
"2096" 70855 59.92
"2097" 70342 59.26
"2098" 70071 52.98
"2099" 70200 59.71
"2100" 70974 63.76
"2101" 68454 62.98
"2102" 66431 61.92
"2103" 61360 45.05
"2104" 57558 47.03
"2105" 55221 42.23
"2106" 54188 40.65
"2107" 54503 37.34
"2108" 55984 37.85
"2109" 59078 45.92
"2110" 65915 51.96
"2111" 70907 69.16
"2112" 73167 62.01
"2113" 73487 65.08
"2114" 74113 66
"2115" 75323 66.04
"2116" 74644 55
"2117" 73658 50.55
"2118" 72247 46.73
"2119" 70991 44.56
"2120" 69585 44.09
"2121" 69266 44.04
"2122" 69181 44.03
"2123" 69059 44.4
"2124" 70789 57.95
"2125" 68631 50.91
"2126" 66255 46.77
"2127" 61064 44.27
"2128" 56847 44.14
"2129" 54192 42.04
"2130" 53128 39.93
"2131" 53373 37.89
"2132" 54969 39.31
"2133" 58552 44
"2134" 65386 50.94
"2135" 70545 61.29
"2136" 73144 67.1
"2137" 73318 65.6
"2138" 73855 67.96
"2139" 74439 69.77
"2140" 72835 56.09
"2141" 71208 52.08
"2142" 69121 51.9
"2143" 67319 49.98
"2144" 66157 48.35
"2145" 66173 47.92
"2146" 65997 49.93
"2147" 66206 48.94
"2148" 67179 54.82
"2149" 65118 51.92
"2150" 63332 54.04
"2151" 59198 48.77
"2152" 54980 43.74
"2153" 52394 38.25
"2154" 50647 35.98
"2155" 50414 35.98
"2156" 51422 30.97
"2157" 51779 33.9
"2158" 51557 33.02
"2159" 54185 38.03
"2160" 58039 43.07
"2161" 61042 46.96
"2162" 62423 47.91
"2163" 63263 44.97
"2164" 61938 46.96
"2165" 59951 43.94
"2166" 58074 38.8
"2167" 57076 37.37
"2168" 56382 35.91
"2169" 56757 36.97
"2170" 57290 38.99
"2171" 57479 42.26
"2172" 58316 53.28
"2173" 56908 44.73
"2174" 56047 47.77
"2175" 52526 38.31
"2176" 48517 34.02
"2177" 45365 26.1
"2178" 43861 21.02
"2179" 43726 17.1
"2180" 44220 16.25
"2181" 44397 16.05
"2182" 42778 3.06
"2183" 44169 3.37
"2184" 48169 19.06
"2185" 52317 34.94
"2186" 55637 36.92
"2187" 58961 43.31
"2188" 57887 42.12
"2189" 55553 34.86
"2190" 53291 28.02
"2191" 52057 28.08
"2192" 51372 18.17
"2193" 52193 23.31
"2194" 53922 34.91
"2195" 54790 40.99
"2196" 57001 46.98
"2197" 56853 44.04
"2198" 57543 46.92
"2199" 53874 40.54
"2200" 50072 25.9
"2201" 47576 23.3
"2202" 46917 20.07
"2203" 47525 17.7
"2204" 49544 19.85
"2205" 53786 32.67
"2206" 61123 50.05
"2207" 67660 58.44
"2208" 71899 55.89
"2209" 73085 58.88
"2210" 74734 59.85
"2211" 76281 64.55
"2212" 75429 60.97
"2213" 74466 59.03
"2214" 73070 56.72
"2215" 71579 53.05
"2216" 69845 51.55
"2217" 69205 50.24
"2218" 69242 49.09
"2219" 69170 50.09
"2220" 69661 57.54
"2221" 67855 54.06
"2222" 65427 51.03
"2223" 60499 46.54
"2224" 56475 48.17
"2225" 54113 40.9
"2226" 53467 37.01
"2227" 53769 37.25
"2228" 55337 39.72
"2229" 58271 46.46
"2230" 63872 53.07
"2231" 69423 69.73
"2232" 72990 73
"2233" 73833 68.84
"2234" 75198 75.57
"2235" 76321 91.55
"2236" 74799 82.55
"2237" 73732 82.51
"2238" 72407 69.66
"2239" 70995 61.29
"2240" 69297 53
"2241" 68676 53.08
"2242" 68668 54.06
"2243" 68881 52.4
"2244" 69274 62.94
"2245" 67177 51.71
"2246" 65110 53.07
"2247" 59639 47.51
"2248" 55350 42.04
"2249" 52883 39.99
"2250" 52008 37.44
"2251" 52130 31.77
"2252" 53611 34.07
"2253" 56709 40.81
"2254" 62857 44.06
"2255" 68866 57.9
"2256" 72897 68.04
"2257" 74279 73.57
"2258" 75978 68.04
"2259" 77093 74.07
"2260" 75639 66.92
"2261" 74538 60.07
"2262" 73361 53.95
"2263" 71720 51.34
"2264" 70011 50.95
"2265" 69553 47.51
"2266" 69191 49.03
"2267" 69039 49.9
"2268" 69407 55.43
"2269" 67826 52.32
"2270" 65740 51.91
"2271" 60623 47.91
"2272" 56668 41.99
"2273" 53810 37.52
"2274" 52829 32.2
"2275" 53204 26.73
"2276" 54727 28.46
"2277" 57557 37.46
"2278" 62994 41.93
"2279" 68445 50.54
"2280" 72301 51.9
"2281" 73693 54.97
"2282" 75256 55.03
"2283" 76903 58.85
"2284" 75845 57.89
"2285" 74723 55.41
"2286" 73627 50.63
"2287" 72667 47.96
"2288" 70802 44.29
"2289" 69939 49.41
"2290" 69761 49.37
"2291" 69164 46.72
"2292" 68100 53.98
"2293" 65215 49.9
"2294" 62810 45.53
"2295" 58072 38.1
"2296" 54304 39.83
"2297" 51340 28.78
"2298" 49980 31.12
"2299" 49219 16.96
"2300" 49514 19.79
"2301" 48761 27.38
"2302" 46820 23.09
"2303" 48537 34.44
"2304" 52052 34
"2305" 55652 39.07
"2306" 58531 46.8
"2307" 61525 49.22
"2308" 60831 48.55
"2309" 58180 45.25
"2310" 56061 30.53
"2311" 54253 26.86
"2312" 53105 27.33
"2313" 53716 34.51
"2314" 54547 36.17
"2315" 54829 45.23
"2316" 55743 50.98
"2317" 55922 47.83
"2318" 56066 49.08
"2319" 52346 36.19
"2320" 48027 23.89
"2321" 45984 20.56
"2322" 45051 16.3
"2323" 45007 16.59
"2324" 45752 19.21
"2325" 45923 19.65
"2326" 44701 21.11
"2327" 47302 32.63
"2328" 51731 38.73
"2329" 54911 48.38
"2330" 56027 49.97
"2331" 56900 50
"2332" 55957 49.48
"2333" 54179 47.84
"2334" 52978 43.82
"2335" 52496 42.54
"2336" 52130 37.89
"2337" 53241 40.13
"2338" 54103 41.05
"2339" 54504 41.01
"2340" 54751 48.53
"2341" 53696 48.02
"2342" 53152 47.08
"2343" 49459 32.98
"2344" 45229 24.25
"2345" 42054 21.33
"2346" 40356 16.07
"2347" 39446 15.03
"2348" 39954 14.06
"2349" 40369 14.1
"2350" 38739 3.86
"2351" 40396 4.35
"2352" 44809 15.51
"2353" 48540 24.34
"2354" 51297 37.36
"2355" 54156 42.7
"2356" 52229 39.19
"2357" 48984 25.6
"2358" 47251 17.32
"2359" 45972 10.9
"2360" 44897 7.92
"2361" 45547 6.9
"2362" 47956 18.17
"2363" 49054 30.55
"2364" 51060 41.01
"2365" 51713 42.06
"2366" 51728 44.22
"2367" 48400 27.12
"2368" 44272 22.92
"2369" 41276 17.76
"2370" 39777 13.03
"2371" 39565 12.89
"2372" 40503 14.52
"2373" 41072 18.83
"2374" 39567 5.19
"2375" 40693 5.38
"2376" 44266 12.26
"2377" 47821 26.84
"2378" 50442 28.56
"2379" 53214 41.08
"2380" 52117 37.74
"2381" 49815 27.27
"2382" 47627 20.7
"2383" 47118 20.65
"2384" 46919 16.68
"2385" 48110 16.42
"2386" 49836 25.97
"2387" 50606 36.68
"2388" 52437 47.72
"2389" 53374 46.35
"2390" 54004 48.06
"2391" 50522 36.92
"2392" 46767 25.72
"2393" 44469 19.12
"2394" 44334 14.32
"2395" 44830 11.58
"2396" 47036 18.12
"2397" 51398 26.86
"2398" 58398 41.85
"2399" 64783 56.63
"2400" 68890 58.92
"2401" 70706 61.14
"2402" 72261 60.8
"2403" 73877 64.56
"2404" 72651 61.03
"2405" 71955 59.77
"2406" 70680 56.3
"2407" 69716 54.92
"2408" 68011 51.44
"2409" 67455 49.29
"2410" 67461 50.29
"2411" 66970 50.51
"2412" 66737 51.9
"2413" 65778 48.99
"2414" 63111 49.24
"2415" 57457 40.61
"2416" 52867 42.04
"2417" 50380 34.66
"2418" 49533 29.17
"2419" 49963 27.7
"2420" 51950 33.24
"2421" 55587 39
"2422" 61051 47.48
