01:00:00;02:00:00;03:00:00;04:00:00;05:00:00;06:00:00;07:00:00;08:00:00;09:00:00;10:00:00;11:00:00;12:00:00;13:00:00;14:00:00;15:00:00;16:00:00;17:00:00;18:00:00;19:00:00;20:00:00;21:00:00;22:00:00;23:00:00;24:00:00
39798;37658;36418;36284;36721;36475;34653;35725;38921;41835;43721;45339;44449;42652;41080;40479;40252;41932;44375;45577;46387;47743;46881;42665
39151;36983;36352;36809;38922;44014;53198;59840;62815;63330;64358;65525;65046;64403;63471;62107;60365;59475;59383;58886;58110;58815;55468;50089
45641;43399;42363;42603;44210;47679;54723;60632;63373;63541;64507;65554;64639;63839;62551;61309;59589;59269;59146;58754;58539;58420;54756;49416
45512;43264;41881;41557;43021;46608;54397;60581;63234;63168;64061;65492;64906;64182;63045;61938;60530;60348;60025;59080;58069;58585;55050;49380
45696;43509;42495;42542;43770;46972;54041;60318;62863;63217;64333;65525;64713;63482;61808;60630;59444;58637;58179;57050;55384;55715;53047;48648
45156;42551;41035;40497;40872;41084;42242;46549;50681;53131;53976;54520;52871;50468;48521;47590;46895;47498;48071;47924;46988;48190;46902;42704
39331;36902;35509;34883;35066;34941;34934;37304;40946;43441;45098;47558;46293;43995;41848;41018;40913;42675;44821;45400;45786;47978;47127;42967
39660;38147;37539;37807;39431;42930;51674;58904;62207;62812;63959;65625;64829;64189;63279;62142;60738;60330;60286;59484;58209;57804;53689;47947
43977;41991;40985;41170;42659;46155;53819;60579;63448;63946;65032;66550;65679;65081;63975;62655;61483;61118;60954;60031;58416;57991;54526;48954
45019;43004;41938;42308;43946;46766;54349;60996;64080;64226;65404;66885;65613;64420;62988;62022;60504;60061;59799;59114;57342;57886;54646;48464
44886;42757;41654;41792;43166;46083;53608;59933;62506;63135;64263;65288;64545;63780;62552;61503;60104;59704;59601;59002;57394;57463;53898;48680
44931;42917;41855;42059;43342;45964;53621;60035;63089;63375;64280;65306;64301;62671;61166;59739;58713;58688;58438;57222;55111;55214;52566;47495
44084;41672;40411;40021;40142;40483;42351;46120;50443;53152;54987;55904;54267;51898;49843;48374;47617;48660;49367;49171;47652;47778;46348;42606
39314;37017;35948;35517;35473;35238;35197;37613;41430;44284;46611;49327;48077;45329;43337;41812;41481;42883;44712;45286;45160;47244;47243;42981
39904;38197;37561;38182;39878;43656;51651;58742;61976;62611;63978;65240;64681;63965;62702;61820;60224;59913;59929;59325;57449;57018;53379;47905
43991;42073;41059;41366;42725;45762;53943;60799;64123;65029;66242;67717;66421;65581;64633;63371;62059;61754;61131;60076;58431;57718;53984;48464
45101;43161;42076;42408;43573;46277;53834;60688;63265;63969;65192;66620;65409;64609;63369;62030;60493;60112;59685;58857;57160;56981;53949;48422
44464;42656;41728;41651;42746;45728;53526;60857;64319;65341;67425;68748;67760;66641;65387;64153;62377;61548;60987;60033;57587;56815;54041;48458
44761;42789;41284;41672;43088;46348;53671;60049;63265;64113;65665;66827;66160;64843;63605;61929;60964;60763;60084;59190;56693;55849;53692;49204
45920;43587;41979;41522;41631;41400;43007;46841;51065;54417;56273;57890;56810;54796;52637;51835;51262;52125;52232;51227;49616;49271;49017;46517
42370;39533;37759;37335;37751;37191;37204;39183;42712;45730;48525;51252;50447;48033;45672;43993;43400;44557;46115;46349;46036;47375;48470;44521
41179;39381;38718;38930;40765;44095;52724;59858;63726;64977;66569;68172;66946;65990;65089;63718;62315;62211;61892;61281;58776;57677;54713;49346
45807;43787;42815;43091;44277;47232;54583;61558;65763;66012;67144;68534;67592;66488;64986;63966;62198;61718;60920;59313;57181;56482;54644;49322
45322;43354;42685;43105;44525;46664;53755;60030;62539;62803;64162;65898;65197;64365;63201;61761;60424;59864;58835;58224;56550;55456;53377;48736
44866;42543;41339;40501;39956;38285;36853;39109;42520;45102;47738;50399;49746;47702;46206;45192;44734;45512;46505;46360;45763;46369;46564;43056
39938;37902;37148;37452;38656;40523;45528;51109;55027;56945;58396;60046;59724;57990;56679;55640;54997;55341;55528;54616;52350;51788;50055;45931
42216;39780;38569;38203;38608;38904;40579;44288;48300;51522;53412;54699;53582;51591;49565;48768;48346;49533;50127;49656;47586;47225;46269;42517
39402;37015;35761;35478;35771;35815;36350;39119;43358;46659;49668;52446;51555;49353;47428;46170;45769;46894;48439;48471;47543;48028;49107;45142
41337;39682;38985;39290;40950;44197;52188;59058;62833;64268;65999;67667;67148;66464;65104;64105;62057;61222;60829;59891;57724;56479;54548;49207
45593;43441;42673;43376;44760;46994;53826;60326;64139;65038;66836;68490;67324;66561;65354;64175;62105;61689;61624;60246;57805;57310;55644;50275
46115;44109;43483;44081;45444;47782;54537;60893;64452;65199;66576;67776;66719;65971;65249;63911;61941;61893;61594;60499;58129;57413;55495;50397
46411;44330;43571;44013;45093;47195;53765;60660;63982;64768;65932;67015;66148;65425;64193;63142;61363;61102;60804;59747;57150;56647;55515;50430
46157;43934;42929;43522;44739;46690;53549;59933;62976;63367;64214;65423;64384;62678;61078;59547;58303;58081;57611;56469;54011;53529;53372;49019
45237;42570;40877;40612;40795;40411;41065;44437;48727;51390;52970;54110;52635;50460;48464;47573;46701;47687;48356;48025;46388;45924;45891;42330
38870;36191;34937;34556;34621;33738;33392;35418;38922;41885;44561;47228;46100;43328;41310;40348;40030;40709;41831;42096;41626;42175;43928;40639
37184;34811;33730;33887;34145;33619;33553;35074;38456;41823;44332;47184;46542;44225;42408;41377;41057;42181;43829;44360;44016;44322;46138;42784
39283;37307;36651;37251;38945;42199;49936;57271;61142;62457;64109;65877;64837;63827;62651;61425;59717;59561;59143;58472;56009;54824;54045;48699
44673;42641;41600;42203;43421;45800;52508;59161;62112;62402;63743;65053;63941;63487;62292;61255;59656;59397;58965;58120;55801;54840;54141;48738
44607;42575;41437;41615;42959;45480;52855;59450;62173;62865;63753;65207;64178;63288;62316;61224;59713;59287;58955;58327;56236;55175;54409;49194
45049;43401;42650;42898;43811;46119;53302;59598;63033;63337;64262;65199;64335;62660;61029;59624;58711;58130;56554;54689;53045;52050;51861;48310
44417;42160;40728;40483;40218;39979;42333;46347;50506;53200;54521;55356;53628;51152;49101;48313;47586;48246;48331;47800;46256;45456;45887;42909
39356;36835;35857;35128;34663;34012;34866;37489;40933;43622;45579;47599;46363;44271;42874;42154;41774;43503;45357;45846;45752;45890;47763;44207
40567;38784;37972;38014;39154;42258;51562;58925;62644;63304;64651;66245;65457;64848;63833;63047;61512;61011;60560;59575;57146;55388;54478;49636
45193;43178;42023;42039;42665;45151;53231;60170;63322;63957;65344;66727;65651;64882;64064;63003;61568;61299;60969;59744;57719;56095;55224;50506
46520;44328;43179;43027;43568;45770;53478;60187;63626;64325;65591;66934;65889;65414;64226;63120;61870;61336;60678;59190;55871;53326;52363;49643
45874;43527;42110;41607;41140;40349;42501;45982;48432;50281;52100;53912;53382;51878;50816;49954;49631;50561;51245;50692;49595;48922;48833;44981
41802;39623;38791;38615;39400;41819;48847;55097;58725;60160;61077;62215;61441;60026;58549;57609;56950;56861;56525;55293;53132;51568;50689;46900
43417;41248;39963;39524;39467;39368;41511;45274;49229;51842;53615;54705;53255;50697;49021;48371;47679;48175;48388;47848;46111;44972;45560;42620
39301;37124;35682;34961;34528;33574;34418;36910;40320;43281;45274;47483;46506;44515;42959;42316;42473;44101;45887;46385;46191;46337;47780;44491
41251;39444;38735;39016;39934;42721;51753;59510;63305;64245;66137;67743;66278;66413;65394;64725;63368;62694;61804;60408;57998;56015;54612;49379
45920;43882;43064;43149;43963;46502;54280;60795;63813;64463;65701;67392;66847;66279;65450;63948;61746;61043;61145;60400;58157;56224;54810;49856
46384;44444;43299;43527;44283;46792;54576;61126;64200;65002;66380;67503;66406;65566;64564;63634;62404;61726;61293;60569;58199;56068;54775;50363
46237;43997;42815;42754;43399;45892;53857;60555;63794;64348;65745;67060;66608;65660;64830;64127;62449;61697;60862;59327;56931;54999;53943;49153
45928;43861;42616;42661;43505;45647;53011;59553;62751;63410;64389;65426;64479;62675;61226;59953;59039;58737;58079;56714;54212;52582;52025;47899
44310;42065;40729;40118;39780;39332;42337;46409;50571;53258;54625;55445;53657;51314;49526;48821;48261;47741;47286;47704;45964;45050;45690;43296
39960;37512;36338;35604;35200;34310;35424;38034;41001;43921;46170;48410;47490;45289;43946;43412;43652;45448;47214;48082;47883;47600;48007;45024
41487;39923;38948;38563;39495;42876;51964;59550;63649;64929;66290;67830;66902;66042;64974;63708;62352;61606;60836;59611;57040;55254;54037;49738
45622;43563;42428;42396;43177;45616;53358;60267;63259;63989;65128;66878;65995;65128;64187;63361;61973;61531;60659;59700;57146;55229;53865;48990
45241;43102;42112;42037;42903;45494;53219;59701;62994;63672;65184;66382;65171;64333;63243;62138;60758;60218;59900;58917;56334;54672;53445;48849
45254;43112;42219;42137;42931;45288;52849;59428;62714;63568;64795;66141;65177;64423;63513;62543;61449;61068;60548;59357;56702;54831;53784;49390
45517;43265;41964;42053;42821;45115;52627;59543;62915;63565;64624;65478;64282;62211;60537;59342;57761;56087;54619;52967;52621;51578;51451;47865
44217;41860;40678;40113;39743;39159;41845;46218;49867;52285;53663;54397;52850;50669;48910;48072;47650;48311;48227;47337;46441;45281;45702;42998
39224;36978;35868;35148;34521;33864;35231;37448;40566;42980;44832;46924;45663;43745;42242;41700;41825;43219;44931;45538;45020;45200;47268;44262
40879;39022;38088;38292;39329;42325;51262;58454;62213;63141;64226;65823;65001;64479;63683;62666;61468;60629;59985;59290;56988;55198;54625;49746
46009;44223;42976;43213;43866;45957;53365;59942;63242;64203;65404;66881;66166;65471;64543;63424;62205;61747;61291;59687;55305;52234;52054;50361
47756;45233;43818;43479;44286;46324;53510;60310;63897;64646;66052;67689;66658;65883;65043;63895;62672;62382;62002;61018;58940;56983;55325;50767
47022;45180;44125;44039;44555;46880;54235;60622;63769;64487;65566;66922;65970;65197;64481;64133;63036;62899;62234;61041;58803;56965;55252;50648
47142;44989;43666;43863;44634;46760;54190;60945;64366;65435;66920;68059;66630;64977;63582;62503;61341;61143;60367;58959;55800;54067;53087;49229
45936;43602;42120;41518;41290;41031;43567;47634;51449;54372;55780;56685;54919;52523;50698;49493;48838;49137;49383;48675;46689;45381;45567;43740
40355;37806;36572;36005;35581;34566;35414;37835;40803;43506;45844;48443;46963;45252;43876;43313;43154;44475;46307;46879;45801;45394;46586;44618
41395;39841;39014;39020;40033;42852;51467;58808;62432;63278;64774;66424;65519;64889;63990;62764;61323;61057;60485;59599;57131;55539;54779;49955
45995;44114;42540;42566;43430;45760;53246;60174;63416;64382;65769;67183;66232;65298;64445;63631;61990;61563;61057;59954;57416;55915;54629;49662
46119;43831;42832;42838;43755;46059;53504;59895;63063;63834;64783;66300;65422;65022;64247;63402;62223;61667;60804;59719;57233;55415;54590;50260
46717;44642;43285;43249;44341;46528;53832;59823;62883;63609;64916;66229;65510;64678;64119;63292;62294;61897;61509;60432;57510;55454;54500;50088
46565;44950;43744;43701;44320;46587;53525;60036;63157;63733;64836;65883;64745;62910;61484;60444;59483;59196;58554;57008;53849;52088;51533;47671
44169;41803;40401;40052;39690;39319;41575;45420;49207;51568;52943;53751;52103;49804;47953;47265;46779;47436;47729;47031;45233;44290;45298;42443
39207;37204;35676;35199;34998;34365;35307;37764;40531;42833;44555;46264;45326;43316;42040;41379;41378;42673;44451;45011;44792;45360;46826;43595
40693;38957;37901;38481;39476;41998;49975;56997;60487;61551;63182;64520;63712;63012;62066;61414;60121;60068;59735;58638;56121;54871;53868;49053
44830;43169;42148;42029;42749;44892;52160;58604;61507;62461;63893;65203;64416;63577;62737;61743;60902;60765;60277;59155;56472;54982;53975;49247
45587;43548;42250;42148;42978;45176;52230;58779;61933;63322;64589;65977;64873;63958;62794;61752;60767;60700;60343;59472;57160;56068;54953;49824
46271;44391;43297;43118;43708;45777;52725;58817;62189;63476;64909;66405;65223;64347;63668;62450;61469;61465;60589;59453;57334;56206;54604;49743
46321;44530;43340;43262;43993;46317;52610;59163;62172;63146;64747;65920;64737;63082;61941;60821;60038;59978;59465;58252;55104;53530;52919;49124
45964;43719;42021;41515;41531;41103;43454;47185;50772;53203;54583;55413;53699;51687;50092;49519;49279;49947;50013;49288;46926;46566;46321;43394
40629;38560;37285;36756;36626;36171;36876;38696;41643;44247;45523;47308;46556;44912;43784;43511;43484;44355;45597;46091;45641;46541;47690;44378
41733;40004;39291;39458;40658;43687;51007;57907;61490;62832;64357;66035;65110;64491;63418;62360;61071;60727;60225;59218;56769;55689;54316;50014
46283;44144;43214;43091;44033;46476;53043;59383;62458;63260;64304;65126;64589;63810;62981;62238;61200;61040;60453;59484;57218;56342;54866;50074
46634;44508;43485;43358;44342;46527;53250;59479;62317;63432;65119;66168;65200;64405;63461;62474;61181;60832;60379;59443;57445;56709;54863;50592
47211;45017;43701;43476;44120;46595;53007;58940;61678;62754;63979;65312;64286;63631;62740;62041;61171;60811;60131;59143;57396;56838;54539;49959
47097;45304;44220;44051;44880;47397;53532;59188;62144;63059;64438;65242;64257;62599;61154;60016;59475;59394;58640;57304;54735;53688;51948;47935
45129;43089;41686;41268;41525;41698;43238;46508;49845;52497;53916;54938;53489;51312;49464;48580;48088;48489;48589;47861;46083;46284;45748;42584
40195;38255;36977;36414;36204;35629;35596;37500;40368;42732;44950;47049;46163;44488;43214;42811;42784;43813;45200;45938;45678;46705;46798;43771
40969;39171;38366;38570;39709;42668;49625;56383;60105;61293;63032;64429;63787;62906;61715;60672;59431;58877;58182;57056;54688;54000;51742;47231
43631;41828;40862;40786;41719;44436;50987;57322;60671;61912;63268;64983;64034;63146;61846;60670;59379;58704;58440;57228;55088;54112;51494;46699
43514;41748;40858;40809;41898;44599;50973;56793;60100;61459;62759;64615;63519;62165;60743;59628;58364;58116;57628;56360;54041;53699;51104;46517
43258;41214;40349;40461;41221;44246;50351;56360;59858;60884;62659;64221;63119;61852;60684;59649;58263;57969;57528;56327;54118;53564;50739;45943
42731;40993;39854;39944;40976;44004;49598;55807;59615;60895;62376;63809;62458;60392;58846;57616;57026;56961;56353;55057;52775;51659;49100;45118
42128;40278;38987;38605;38671;39156;41035;44408;47846;50725;52234;53528;52317;50128;48443;47845;47219;47948;48410;47530;45843;45650;44470;41148
38430;36669;35478;34663;34340;34349;34682;36636;40036;42811;45173;47732;46600;44570;43304;42500;42600;43646;44961;45252;44944;45888;45547;42119
39281;37354;36916;36722;37834;41208;48592;55069;59192;60616;62189;64101;63063;62105;61081;59990;58593;58210;57689;56286;54087;53981;51162;46056
42856;41205;40153;40250;41205;44243;50343;56260;59834;60741;62517;64610;63604;62260;61160;59906;58318;58193;57770;56543;54444;54426;50783;45899
42529;40848;40110;40278;41375;44312;50704;56585;59788;60571;62046;63972;62937;61956;60699;59547;57910;57787;57783;56622;55176;54396;50885;46186
42998;41037;40001;39992;40996;43847;50549;56827;60376;61480;62940;64867;63898;62796;61365;60268;58469;58706;58651;57465;55546;54507;50840;46041
42760;40890;39952;39867;40838;44107;50654;56714;60360;61535;62940;64113;63153;61098;59337;58322;57292;57232;56827;55352;53316;52945;50095;45841
42643;40456;38987;38637;38663;39584;41146;44548;48345;51402;53102;54132;52680;50127;48498;47657;47102;47735;47956;47307;45970;46243;44474;40818
37900;35696;34383;33839;33939;34124;33993;36101;39514;42457;44877;47696;46629;44571;42920;42084;42151;43350;44733;45203;45203;46590;45110;41241
38377;36874;36196;36315;37546;41380;48643;54808;58619;59914;61694;63402;62676;61838;60420;59414;58100;58209;58120;57767;56065;54601;50839;46183
42912;41183;40312;40533;41201;44267;50580;56218;59387;60779;62285;64032;62957;61588;60758;59218;57747;57554;57450;55864;54536;54435;50986;45979
42700;40854;39609;39741;40630;43978;50656;56549;60071;61072;62525;64301;63601;62276;60995;59979;58546;58144;57883;57390;56020;55571;51809;46598
43180;40934;39885;39826;40806;44175;51059;57208;60366;61419;62731;64522;63369;62151;60822;59802;58661;58571;58419;57542;56384;55995;51984;47444
43810;41886;40837;40696;41342;45045;51984;58027;61307;62595;64009;65331;63821;61629;59621;58203;57322;57377;57005;55556;53929;53880;50582;46308
43369;41094;39911;39197;38911;39597;41007;44291;48314;51174;52771;53618;52063;49649;47963;47169;46947;47898;48645;47978;47356;47220;45206;41772
39218;37191;35984;35293;35260;35274;35157;37274;41102;43719;46245;49018;48053;45825;44164;43386;43488;44806;46561;47222;47828;48654;46811;43178
40327;38537;37918;38120;39583;43772;51782;57884;61623;63023;64647;66388;65115;64336;63167;62045;60463;59775;59619;59031;58288;56877;52637;47605
44309;42267;41171;41441;42523;46083;53158;58968;62406;63812;65419;66744;65499;64449;63199;61958;60279;60403;59786;59092;58639;57322;53206;48178
44808;42773;41633;41572;42782;46403;53203;58836;61973;62439;63649;65112;63999;63070;62070;61108;59360;59120;58761;58186;58225;57079;52695;47734
44244;42292;41254;41252;42087;45339;52570;58404;61253;62174;63837;65561;64644;63837;62745;61921;60852;60477;60416;59392;58705;56981;52745;47543
44406;42529;41134;41184;42470;46125;53271;59266;62658;63815;65127;66606;65109;63229;61456;60129;59292;59079;58736;57901;57351;55152;51518;47301
44030;41816;40462;39973;40239;41065;42746;46122;50053;52864;54548;55458;53851;51438;49635;48695;48241;49202;49962;49472;49509;48154;45766;42526
39267;37247;36134;35523;35558;35764;35828;37610;41115;44292;47124;49780;48826;46451;45183;44048;43798;45059;46676;47325;48755;48476;46962;43118
40222;38692;38241;38613;40187;44164;52729;59351;62603;64017;65899;67811;66600;65801;64733;63545;61837;61652;61721;60948;59994;57269;52337;47393
44362;42648;41537;41685;43142;46898;54178;60174;63517;64495;66010;67293;65806;64827;63906;62543;61226;60613;60358;60020;60050;57454;52947;47994
44630;42582;41643;42181;43471;47273;54738;60587;63518;64490;66071;67848;66677;65725;64767;63649;62148;61563;61500;61179;61297;58650;54471;49567
45994;44306;43021;42862;43974;47604;55193;60516;63030;63425;64459;65701;64593;63775;62601;61571;59742;59787;59704;59803;60301;57746;53342;48208
43003;43802;42710;42765;43985;47417;55392;60868;63667;64101;64817;65708;64593;62966;61266;60482;59467;59118;58744;58330;58700;56204;52873;48311
44735;42249;40785;40032;40162;41307;43310;46559;50300;53076;54633;55457;54004;51567;49734;48858;48445;49514;50341;50654;51497;49533;47173;43439
40262;38100;36567;36230;36446;37254;37951;39567;43351;46527;49322;51993;51719;49659;47771;47036;46941;48361;49997;50954;52830;51586;49614;46009
43774;42308;41658;42177;43376;47511;56007;61721;64943;65652;67276;68793;68105;67419;66203;65491;64023;63282;62881;62399;63090;60525;55655;50391
47069;44987;44008;44141;45182;48968;56682;62185;64964;65450;67009;68394;67556;66682;65628;64800;63082;62535;62324;61600;62887;59728;55037;49719
45879;43928;43007;43011;44059;48268;56614;62406;65053;65736;66882;68306;67000;65964;64770;63781;62638;62433;61908;61699;63248;60245;55563;50271
46656;44762;43600;43509;44501;47915;56274;62072;64764;65682;66993;68627;67529;67024;65850;65173;63884;63444;63205;62943;63316;59572;55150;50151
47093;45129;44075;44120;45410;48918;56608;62106;64894;65323;66570;67571;66092;64392;62483;61214;60137;59992;59625;59057;60024;56898;52663;48577
45319;42993;41375;40907;41100;42060;44173;46905;50815;53261;54609;55458;53722;50977;49070;48105;47715;48591;49163;49768;51303;48954;46327;43104
40103;38009;37020;36403;36496;36776;37180;38447;41950;44913;46858;48897;48121;45867;44049;43316;43173;44859;46731;48404;51848;50342;48415;44711
42030;40479;39467;39509;40901;45329;55029;61035;64498;64931;65999;67622;66879;66331;65296;64366;63021;62821;62533;62866;64179;60309;55309;49960
46395;44658;43580;43567;44187;48304;56861;62245;64873;64995;66054;67451;66634;66007;64960;64284;63181;62895;62446;62743;64107;59980;54961;50025
46880;45083;43878;44018;44805;48879;57384;62666;65071;65357;66114;67567;66761;65854;64639;64046;62831;62414;62359;62996;64153;59991;55264;49947
46633;44694;43544;43691;44632;48119;57227;62117;64732;65314;66842;67810;66822;66031;65185;64464;63097;62936;62558;63583;64405;59968;54977;50281
46774;44978;43963;43859;44696;47924;56701;62093;64719;65149;66447;68246;67509;66638;65418;64406;63380;62977;62172;62806;62849;58538;54808;50633
46907;44666;43463;42878;42865;43667;46346;48912;52950;55710;57077;57672;56421;54210;52416;51461;50817;51386;51752;52972;53526;50151;47826;44393
41159;38846;37704;36982;36789;37299;38492;39621;42843;45891;47983;50102;49178;46811;45073;44364;44365;45879;48155;50914;52314;49680;47639;44185
41658;40432;39469;39560;40880;45013;55867;62809;65868;66409;67786;69382;68486;67409;66070;64954;63383;63317;63542;64739;63649;59120;54115;48930
45844;44262;43169;43365;44373;48020;57751;63718;65987;66120;67486;68925;67988;67063;65995;64876;63400;63048;63037;64810;64387;59334;54001;48756
45299;43571;42761;42938;44070;47960;57694;63135;65330;65099;65703;67142;66286;65843;64460;63243;61661;61439;61605;63579;64444;59582;54134;48917
45629;43678;42648;42979;44140;47728;57214;62383;64451;64545;65294;66825;65844;65237;64002;63223;61887;61899;61828;63935;64664;59827;54816;49872
46324;44238;43016;43099;44120;48150;57811;63111;65286;65322;66078;67423;66469;64658;63172;61948;61033;61236;60893;63107;62574;57812;54259;49948
46468;43790;42392;41803;41690;42743;45713;48614;52223;54944;56414;56940;55453;52974;50809;49868;49605;50922;51602;54116;53892;50209;47560;44120
41468;39234;37836;37308;37245;37372;38474;39772;42947;45743;47804;50140;49127;46534;44704;44079;44070;45830;48275;52134;53272;50574;48490;44895
42035;40515;39822;39974;41183;45450;56627;62986;65468;66086;67533;69051;68039;67434;66592;65559;64385;64377;64722;67279;64829;59783;54562;49070
45949;44340;43256;43331;44441;48452;58355;64805;67318;67427;68547;69927;68787;67806;66581;65700;64497;64312;64994;67166;64807;59579;54723;49498
45947;44048;43006;43266;44656;48617;58176;65088;67330;67650;68376;69547;67984;66943;65779;64877;63281;62881;63539;66621;65028;60005;54972;49377
45982;44347;43351;43398;44488;48095;57801;63799;65676;65710;66737;67890;66916;65801;64746;63989;62621;62423;63245;66493;64773;59588;54696;49622
45997;43876;42936;43121;44261;48351;57616;63721;65787;66039;66734;67618;66353;64343;62863;61604;60858;60956;61846;65146;62730;57703;53729;49582
45906;43655;42195;41748;41931;42852;45862;49177;52505;54929;56181;56846;55508;52737;50627;49683;49209;50681;52344;55544;53631;49918;47294;43619
40182;37965;36886;36409;36631;36802;37975;40032;43243;45970;48101;50109;48897;46904;45120;44467;44454;46258;48960;52630;51458;48989;46768;42708
39937;38560;37797;38014;39260;42366;49636;55231;58433;59469;60929;62933;62826;61550;60495;59581;58982;59159;60510;62674;59292;54720;51125;46806
43665;41479;40008;39591;39770;39845;40259;41914;44982;47737;50255;53085;52443;50085;48530;47484;47658;49521;52414;55005;52815;50010;48307;44187
41098;39569;38922;39147;41048;45393;55560;62704;64952;65187;66108;67268;66254;65307;64023;63449;62157;62308;63806;67117;63601;58613;54306;49194
45534;43678;42766;42975;44574;48002;57041;63327;64995;65271;66260;67463;66420;65301;64102;63128;61621;61678;63327;67074;64045;59381;55624;50766
47128;45190;44765;45196;46445;49926;58623;65121;67460;67713;68810;69604;68196;66743;65189;64091;62843;63043;64914;67099;63132;58723;55793;51591
47880;45692;44293;43941;44538;45292;47081;50308;53340;56130;57834;58806;57220;55329;53271;52503;52362;53642;55690;58287;55204;52084;50004;46328
43419;41004;40157;40172;40557;40201;40103;41680;44190;46564;48847;51181;49503;47430;45150;44380;44229;46421;50440;54479;52610;50218;49156;45584
42638;41197;40359;40976;43151;47420;57126;63994;66012;65938;66713;67924;66864;65973;64900;63850;62372;62339;65096;69238;65176;60551;56328;51160
47583;45085;44125;44353;46080;50041;58926;65348;67172;67037;67755;69002;67961;66931;65999;64969;63588;63578;65676;69187;65293;60714;56367;51209
47257;45020;44192;44492;46121;50095;59043;65401;66980;66681;67367;68479;67346;66483;65007;63936;62590;63182;66011;69187;65293;60854;56934;51603
47375;45344;44247;44441;45776;49732;58906;65478;66969;66961;67799;68962;67969;67112;65630;64643;63205;63736;66535;69246;65035;60428;56184;51132
47255;45131;44071;44234;45612;49672;58780;66277;68413;68444;69143;70094;68777;67106;65329;63985;62608;63325;65900;67276;62682;58308;54955;50548
46553;44415;42957;42775;43423;44267;46426;49832;53453;55859;57335;58250;56613;53987;52025;51023;50867;52694;55876;57363;53664;50381;48584;44859
41558;39455;38238;37916;38503;38637;38694;40278;43273;46364;48839;51312;49792;47086;45005;43966;44300;46653;51684;55214;52725;50684;49930;46185
43053;41354;40893;41536;43532;47258;55081;62341;66551;67250;67903;68730;67359;66248;65028;64076;62537;62792;66191;69601;65416;61212;57239;51916
48468;46316;45150;45772;47576;51000;59533;66089;67484;67219;67641;68522;67357;66297;65214;64020;62881;63286;67368;70185;66133;61619;57956;52607
48544;46429;45474;46144;47743;51335;59765;66573;67936;67535;68162;68987;67931;66828;65705;64527;63223;63742;67818;69511;65288;61002;57122;52033
48130;45997;44777;45398;46763;50346;58833;66328;67780;67477;68167;69242;68160;67257;66426;65651;64399;65222;68968;70507;65668;60980;57409;52219
47902;45768;44695;44808;46591;50404;58873;66424;68403;68242;69131;69787;68317;66158;64484;63016;62132;63301;67313;68281;63865;59413;56405;51839
47518;45266;43968;43913;44420;45261;47160;50897;54343;56904;58354;59428;57823;55331;52941;51845;51791;53517;57972;58738;54860;51829;50281;47000
43220;40543;39221;38874;39040;39530;39560;41647;44245;47076;49516;52099;50826;48211;46391;45421;45425;48021;54231;56053;53802;51940;51358;47479
44113;42394;41562;41880;43681;48212;58021;66400;69068;69239;69990;71216;70455;70035;69294;67970;66310;66699;70468;70169;65416;61355;57261;52259
48374;46469;45754;46351;48502;52360;60634;68299;69935;69301;70331;71851;70970;70414;69733;68624;67266;67604;71379;71506;66726;63029;59529;54567
50784;48743;47479;47752;48898;52120;60117;67313;68472;68072;68539;69558;68428;67625;66165;64906;63504;64124;69191;70169;65836;62016;58400;53187
49149;47345;46417;46957;48560;52009;60484;68267;69545;68273;68490;69630;68733;68107;66932;65877;64616;65129;70234;71271;66811;62729;59440;54588
50807;48841;47656;47821;49368;52940;61503;68998;71279;70754;71479;72188;70796;68886;67095;65401;64176;64985;68760;68249;63189;59053;56000;51874
48166;45656;44153;43837;44490;45146;47060;51156;54265;56621;58294;59374;57934;55501;53533;52823;52977;55522;59832;58668;54549;51605;50469;47190
44801;42224;41015;41157;41648;41952;43332;45821;49237;51924;54192;56349;54866;52100;50078;49314;49904;55688;57623;55121;52346;50311;49868;46061
43002;41600;41205;41980;44171;47985;56790;63060;65457;65604;66255;67524;66631;65709;64778;64207;64091;69200;70424;68232;63627;59658;56098;51218
